ArticleURL,OcrURL,TxtURL
https://chroniclingamerica.loc.gov/lccn/sn84024735/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84024735/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84024735/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-03/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-03/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-03/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83032276/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83032276/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83032276/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84028820/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84028820/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84028820/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85033078/1860-12-15/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85033078/1860-12-15/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85033078/1860-12-15/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn86058250/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn86058250/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn86058250/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-06/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-06/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-06/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-11/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-11/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-11/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-08/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-08/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-08/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-08/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-08/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-08/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84020712/1860-12-11/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn84020712/1860-12-11/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn84020712/1860-12-11/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn87076863/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn87076863/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn87076863/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84027253/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84027253/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84027253/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-05/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-05/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-05/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-07/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-07/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-07/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-05/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-05/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-05/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83016348/1860-12-08/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83016348/1860-12-08/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83016348/1860-12-08/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-04/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-04/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-04/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84023252/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84023252/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84023252/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84026845/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84026845/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84026845/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84028794/1860-12-12/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84028794/1860-12-12/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84028794/1860-12-12/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn88083120/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn88083120/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn88083120/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84024735/1860-12-07/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn84024735/1860-12-07/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn84024735/1860-12-07/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84024443/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84024443/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84024443/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-16/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-16/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-16/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn86071378/1860-12-12/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn86071378/1860-12-12/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn86071378/1860-12-12/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84020109/1860-12-06/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn84020109/1860-12-06/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn84020109/1860-12-06/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84023127/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84023127/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84023127/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-08/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-08/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-08/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84026845/1860-12-06/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn84026845/1860-12-06/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn84026845/1860-12-06/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84027253/1860-12-14/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn84027253/1860-12-14/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn84027253/1860-12-14/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84023428/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84023428/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84023428/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025182/1860-12-12/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85025182/1860-12-12/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025182/1860-12-12/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84028083/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84028083/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84028083/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85026050/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85026050/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85026050/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-17/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-17/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-17/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-06/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-06/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-06/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84038034/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84038034/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84038034/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84023127/1860-12-14/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn84023127/1860-12-14/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn84023127/1860-12-14/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-11/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-11/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-11/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn86081096/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn86081096/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn86081096/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84024558/1860-12-06/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn84024558/1860-12-06/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn84024558/1860-12-06/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-06/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-06/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-06/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85026050/1860-12-06/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85026050/1860-12-06/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85026050/1860-12-06/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83035216/1860-12-15/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83035216/1860-12-15/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83035216/1860-12-15/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-12/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-12/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn82015672/1860-12-12/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84026900/1860-12-12/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84026900/1860-12-12/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84026900/1860-12-12/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84023209/1860-12-06/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn84023209/1860-12-06/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn84023209/1860-12-06/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn88078724/1860-12-06/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn88078724/1860-12-06/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn88078724/1860-12-06/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85038184/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85038184/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85038184/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83016179/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83016179/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83016179/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84020109/1860-12-13/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn84020109/1860-12-13/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn84020109/1860-12-13/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-04/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-04/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-04/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-15/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-15/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-15/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-08/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-08/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn82014760/1860-12-08/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83032006/1860-12-14/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn83032006/1860-12-14/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn83032006/1860-12-14/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-08/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-08/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83045450/1860-12-08/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025569/1860-12-05/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85025569/1860-12-05/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025569/1860-12-05/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83016348/1860-12-15/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn83016348/1860-12-15/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn83016348/1860-12-15/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85038115/1860-12-05/ed-1/seq-5/,https://chroniclingamerica.loc.gov/lccn/sn85038115/1860-12-05/ed-1/seq-5/ocr,https://chroniclingamerica.loc.gov/lccn/sn85038115/1860-12-05/ed-1/seq-5/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84026547/1860-12-11/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn84026547/1860-12-11/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn84026547/1860-12-11/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84024443/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84024443/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84024443/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85033637/1860-12-04/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn85033637/1860-12-04/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn85033637/1860-12-04/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84023428/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84023428/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84023428/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-12/ed-1/seq-5/,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-12/ed-1/seq-5/ocr,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-12/ed-1/seq-5/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85033139/1860-12-14/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85033139/1860-12-14/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85033139/1860-12-14/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83035595/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83035595/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83035595/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn82016350/1860-12-05/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn82016350/1860-12-05/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn82016350/1860-12-05/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85054616/1860-12-12/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn85054616/1860-12-12/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn85054616/1860-12-12/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-06/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-06/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84031490/1860-12-06/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-05/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-05/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-05/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85042527/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85042527/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85042527/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-08/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-08/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-08/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn87056248/1860-12-13/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn87056248/1860-12-13/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn87056248/1860-12-13/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84028745/1860-12-06/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn84028745/1860-12-06/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn84028745/1860-12-06/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-12/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-12/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn83009573/1860-12-12/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-06/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-06/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn83035143/1860-12-06/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84024738/1860-12-07/ed-1/seq-1/,https://chroniclingamerica.loc.gov/lccn/sn84024738/1860-12-07/ed-1/seq-1/ocr,https://chroniclingamerica.loc.gov/lccn/sn84024738/1860-12-07/ed-1/seq-1/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn88061076/1860-12-07/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn88061076/1860-12-07/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn88061076/1860-12-07/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-06/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-06/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-06/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84026965/1860-12-13/ed-1/seq-2/,https://chroniclingamerica.loc.gov/lccn/sn84026965/1860-12-13/ed-1/seq-2/ocr,https://chroniclingamerica.loc.gov/lccn/sn84026965/1860-12-13/ed-1/seq-2/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83035487/1860-12-08/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn83035487/1860-12-08/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn83035487/1860-12-08/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn84026536/1860-12-13/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn84026536/1860-12-13/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn84026536/1860-12-13/ed-1/seq-4/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-13/ed-1/seq-3/,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-13/ed-1/seq-3/ocr,https://chroniclingamerica.loc.gov/lccn/sn85025007/1860-12-13/ed-1/seq-3/ocr.txt
https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-13/ed-1/seq-4/,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-13/ed-1/seq-4/ocr,https://chroniclingamerica.loc.gov/lccn/sn83030313/1860-12-13/ed-1/seq-4/ocr.txt
